date,open,high,low,close
2015-04-16,9300.36,9477.91,9228.19,9383.72
2015-04-17,9383.72,9445.21,9210.38,9304.54
2015-04-20,9304.54,9327.14,9292.46,9322.56
2015-04-21,9322.56,9391.79,9290.2,9359.65
2015-04-22,9359.65,9443.74,9335.87,9415.88
2015-04-23,9415.88,9523.21,9358.15,9468.14
2015-04-24,9468.14,9555.31,9433.97,9520.57
2015-04-27,9520.57,9629.46,9463.85,9578.73
2015-04-28,9578.73,9812.84,9525.61,9691.34
2015-04-29,9691.34,9743.62,9610.41,9620.32
2015-04-30,9620.32,9631.91,9588.19,9601.38
2015-05-01,9601.38,9680.43,9591.55,9671.12
2015-05-04,9671.12,9823.95,9443.54,9519.02
2015-05-05,9519.02,9538.34,9515.67,9528.94
2015-05-06,9528.94,9606.59,9410.88,9430.06
2015-05-07,9430.06,9443.73,9423.59,9438.13
2015-05-08,9438.13,9490.0,9312.67,9380.4
2015-05-11,9380.4,9561.91,9120.09,9194.19
2015-05-12,9194.19,9227.14,9190.31,9215.01
2015-05-13,9215.01,9292.84,9200.41,9265.23
2015-05-14,9265.23,9371.98,9233.74,9349.15
2015-05-15,9349.15,9657.4,9280.29,9517.94
2015-05-18,9517.94,9609.02,9479.33,9560.3
2015-05-19,9560.3,9883.08,9483.3,9767.01
2015-05-20,9767.01,9923.24,9669.21,9871.75
2015-05-21,9871.75,9949.2,9861.84,9919.51
2015-05-22,9919.51,10052.1,9869.35,10000.32
2015-05-25,10000.32,10011.77,9962.54,9979.07
2015-05-26,9979.07,10075.32,9840.48,9858.54
2015-05-27,9858.54,10100.0,9706.35,10004.57
2015-05-28,10004.57,10119.72,9825.93,9864.92
2015-05-29,9864.92,9891.55,9847.37,9888.5
2015-06-01,9888.5,9951.34,9792.5,9833.11
2015-06-02,9833.11,10089.58,9721.16,9993.0
2015-06-03,9993.0,10128.93,9810.49,9873.3
2015-06-04,9873.3,9910.64,9859.01,9904.99
2015-06-05,9904.99,9964.4,9840.02,9847.27
2015-06-08,9847.27,9859.72,9746.31,9793.18
2015-06-09,9793.18,9949.28,9700.37,9880.3
2015-06-10,9880.3,9999.13,9855.42,9964.56
2015-06-11,9964.56,10093.05,9898.67,10031.29
2015-06-12,10031.29,10034.18,10029.46,10033.2
2015-06-15,10033.2,10056.48,10015.46,10048.99
2015-06-16,10048.99,10065.52,10014.53,10031.13
2015-06-17,10031.13,10169.75,9906.3,10145.37
2015-06-18,10145.37,10373.2,9975.11,10302.27
2015-06-19,10302.27,10303.09,10302.21,10302.81
2015-06-22,10302.81,10384.38,10275.03,10340.82
2015-06-23,10340.82,10355.31,10311.8,10322.61
2015-06-24,10322.61,10428.99,10078.41,10195.93
2015-06-25,10195.93,10342.12,9899.46,10045.33
2015-06-26,10045.33,10045.9,10039.39,10041.84
2015-06-29,10041.84,10106.35,9813.16,9931.71
2015-06-30,9931.71,9957.54,9737.23,9831.35
2015-07-01,9831.35,9862.45,9783.04,9791.46
2015-07-02,9791.46,9823.12,9764.53,9818.29
2015-07-03,9818.29,9872.38,9744.91,9756.6
2015-07-06,9756.6,9927.07,9389.27,9585.1
2015-07-07,9585.1,9779.15,9269.17,9421.3
2015-07-08,9421.3,9500.66,9278.83,9338.19
2015-07-09,9338.19,9352.8,9284.12,9312.4
2015-07-10,9312.4,9312.85,9305.96,9308.42
2015-07-13,9308.42,9326.85,9168.31,9194.57
2015-07-14,9194.57,9259.43,9169.53,9228.34
2015-07-15,9228.34,9336.6,9087.01,9134.89
2015-07-16,9134.89,9234.25,9049.28,9208.71
2015-07-17,9208.71,9213.95,9108.65,9162.53
2015-07-20,9162.53,9189.47,9146.36,9185.34
2015-07-21,9185.34,9185.86,9184.59,9184.89
2015-07-22,9184.89,9437.86,9059.94,9343.0
2015-07-23,9343.0,9527.17,9227.67,9448.68
2015-07-24,9448.68,9794.9,9373.05,9695.08
2015-07-27,9695.08,9753.63,9552.2,9599.1
2015-07-28,9599.1,9703.82,9403.86,9509.74
2015-07-29,9509.74,9538.24,9499.21,9525.0
2015-07-30,9525.0,9722.79,9495.23,9631.73
2015-07-31,9631.73,9707.33,9494.19,9563.12
2015-08-03,9563.12,9735.87,9248.2,9409.7
2015-08-04,9409.7,9645.31,9383.27,9614.62
2015-08-05,9614.62,9907.89,9579.01,9748.78
2015-08-06,9748.78,9791.61,9662.44,9691.94
2015-08-07,9691.94,9700.43,9670.57,9676.68
2015-08-10,9676.68,9841.45,9527.62,9818.48
2015-08-11,9818.48,9819.75,9815.6,9817.13
2015-08-12,9817.13,9824.4,9815.81,9820.71
2015-08-13,9820.71,9967.59,9594.94,9692.92
2015-08-14,9692.92,9699.43,9658.91,9674.42
2015-08-17,9674.42,9714.92,9343.39,9494.39
2015-08-18,9494.39,9734.66,9357.97,9638.06
2015-08-19,9638.06,9867.61,9541.64,9772.53
2015-08-20,9772.53,9784.84,9769.28,9778.49
2015-08-21,9778.49,9916.78,9753.83,9852.26
2015-08-24,9852.26,10052.06,9833.72,10012.1
2015-08-25,10012.1,10203.78,9939.36,10137.26
2015-08-26,10137.26,10373.66,9816.96,9921.29
2015-08-27,9921.29,10193.01,9782.57,10098.17
2015-08-28,10098.17,10112.43,10090.21,10105.13
2015-08-31,10105.13,10231.33,9650.84,9896.55
2015-09-01,9896.55,9902.06,9884.02,9887.98
2015-09-02,9887.98,9916.74,9693.32,9731.22
2015-09-03,9731.22,9825.84,9710.85,9807.47
2015-09-04,9807.47,9861.01,9787.69,9848.66
2015-09-07,9848.66,9971.48,9665.36,9735.61
2015-09-08,9735.61,9772.09,9601.53,9618.5
2015-09-09,9618.5,9690.83,9595.64,9674.75
2015-09-10,9674.75,9676.85,9665.12,9668.34
2015-09-11,9668.34,9725.33,9506.23,9581.16
2015-09-14,9581.16,9642.12,9459.74,9523.69
2015-09-15,9523.69,9548.44,9515.12,9544.89
2015-09-16,9544.89,9617.37,9526.52,9600.51
2015-09-17,9600.51,9703.53,9557.26,9668.85
2015-09-18,9668.85,9747.35,9420.98,9539.9
2015-09-21,9539.9,9676.99,9494.49,9660.12
2015-09-22,9660.12,9748.29,9623.78,9713.14
2015-09-23,9713.14,9749.83,9695.3,9743.26
2015-09-24,9743.26,9797.91,9534.28,9605.32
2015-09-25,9605.32,9628.29,9596.02,9625.79
2015-09-28,9625.79,9638.1,9515.31,9572.66
2015-09-29,9572.66,9640.66,9405.86,9482.36
2015-09-30,9482.36,9484.94,9480.86,9484.52
2015-10-01,9484.52,9710.0,9365.68,9613.69
2015-10-02,9613.69,9649.49,9483.45,9526.83
2015-10-05,9526.83,9537.74,9503.57,9513.37
2015-10-06,9513.37,9538.15,9365.13,9396.48
2015-10-07,9396.48,9465.59,9382.52,9446.91
2015-10-08,9446.91,9460.72,9347.73,9399.37
2015-10-09,9399.37,9412.6,9281.54,9329.11
2015-10-12,9329.11,9360.31,9315.39,9354.61
2015-10-13,9354.61,9356.27,9351.69,9353.19
2015-10-14,9353.19,9366.36,9269.22,9307.44
2015-10-15,9307.44,9447.66,9260.37,9373.51
2015-10-16,9373.51,9504.14,9193.29,9235.49
2015-10-19,9235.49,9305.29,9208.26,9283.42
2015-10-20,9283.42,9313.57,9047.44,9150.23
2015-10-21,9150.23,9159.73,9145.27,9156.93
2015-10-22,9156.93,9158.78,9153.81,9154.23
2015-10-23,9154.23,9199.86,9033.16,9057.21
2015-10-26,9057.21,9174.16,8985.2,9141.95
2015-10-27,9141.95,9183.82,9063.45,9097.23
2015-10-28,9097.23,9193.8,8673.5,8897.59
2015-10-29,8897.59,8959.57,8765.43,8836.45
2015-10-30,8836.45,8905.03,8826.82,8868.61
2015-11-02,8868.61,8876.5,8781.38,8823.07
2015-11-03,8823.07,8942.65,8730.09,8918.44
2015-11-04,8918.44,8948.97,8911.98,8941.54
2015-11-05,8941.54,9004.6,8918.29,8975.97
2015-11-06,8975.97,8991.46,8911.3,8944.65
2015-11-09,8944.65,9101.98,8893.5,9044.03
2015-11-10,9044.03,9062.61,9000.37,9013.53
2015-11-11,9013.53,9019.22,9008.96,9017.73
2015-11-12,9017.73,9228.97,8920.88,9156.49
2015-11-13,9156.49,9183.72,9131.36,9178.66
2015-11-16,9178.66,9297.6,9147.54,9245.09
2015-11-17,9245.09,9300.23,9223.84,9276.03
2015-11-18,9276.03,9310.57,9213.29,9244.14
2015-11-19,9244.14,9257.37,9176.15,9208.7
2015-11-20,9208.7,9217.96,9091.84,9141.03
2015-11-23,9141.03,9203.25,9098.74,9183.17
2015-11-24,9183.17,9220.23,9151.9,9213.51
2015-11-25,9213.51,9232.67,9188.7,9193.89
2015-11-26,9193.89,9221.44,9045.69,9115.66
2015-11-27,9115.66,9253.69,9064.03,9189.74
2015-11-30,9189.74,9347.93,9134.57,9304.62
2015-12-01,9304.62,9393.51,8991.54,9158.46
2015-12-02,9158.46,9318.39,9064.56,9284.52
2015-12-03,9284.52,9516.51,9065.07,9491.67
2015-12-04,9491.67,9521.18,9481.65,9505.56
2015-12-07,9505.56,9588.19,9493.77,9549.56
2015-12-08,9549.56,9587.89,9532.6,9571.67
2015-12-09,9571.67,9869.81,9415.0,9711.78
2015-12-10,9711.78,9736.67,9660.63,9670.01
2015-12-11,9670.01,9683.58,9665.84,9677.76
2015-12-14,9677.76,9791.71,9631.73,9775.97
2015-12-15,9775.97,9835.49,9594.11,9689.86
2015-12-16,9689.86,9757.87,9480.33,9548.44
2015-12-17,9548.44,9563.9,9477.27,9503.9
2015-12-18,9503.9,9759.1,9444.11,9707.26
2015-12-21,9707.26,10087.0,9192.86,9364.01
2015-12-22,9364.01,9370.97,9347.1,9354.59
2015-12-23,9354.59,9361.48,9276.6,9319.09
2015-12-24,9319.09,9408.37,9078.93,9182.24
2015-12-25,9182.24,9182.6,9179.96,9181.15
2015-12-28,9181.15,9182.98,9173.77,9175.51
2015-12-29,9175.51,9180.32,9167.71,9168.85
2015-12-30,9168.85,9233.21,9060.91,9101.33
2015-12-31,9101.33,9272.44,8558.54,8784.94
2016-01-01,8784.94,8940.0,8748.32,8906.96
2016-01-04,8906.96,9040.87,8650.27,8741.31
2016-01-05,8741.31,8752.96,8625.57,8650.3
2016-01-06,8650.3,8766.25,8614.98,8752.93
2016-01-07,8752.93,8945.31,8633.73,8894.99
2016-01-08,8894.99,8946.79,8808.75,8831.67
2016-01-11,8831.67,8896.42,8811.99,8885.21
2016-01-12,8885.21,9045.17,8842.55,8964.66
2016-01-13,8964.66,9054.73,8948.68,9013.75
2016-01-14,9013.75,9088.18,9000.78,9080.54
2016-01-15,9080.54,9093.45,9036.2,9041.28
2016-01-18,9041.28,9096.97,9002.74,9076.9
2016-01-19,9076.9,9227.13,8854.97,8926.54
2016-01-20,8926.54,8989.8,8808.8,8842.13
2016-01-21,8842.13,8971.56,8587.02,8677.58
2016-01-22,8677.58,8778.24,8168.62,8440.11
2016-01-25,8440.11,8796.3,8393.46,8623.72
2016-01-26,8623.72,8631.1,8610.24,8616.91
2016-01-27,8616.91,8806.62,8601.82,8737.92
2016-01-28,8737.92,8796.03,8725.51,8770.26
2016-01-29,8770.26,8820.32,8371.4,8572.65
2016-02-01,8572.65,8572.8,8571.93,8572.13
2016-02-02,8572.13,8612.64,8532.15,8608.29
2016-02-03,8608.29,8635.39,8594.57,8627.63
2016-02-04,8627.63,8719.35,8401.56,8515.31
2016-02-05,8515.31,8560.71,8493.86,8541.09
2016-02-08,8541.09,8678.85,8423.27,8647.64
2016-02-09,8647.64,8788.21,8406.32,8438.1
2016-02-10,8438.1,8478.53,8164.91,8295.21
2016-02-11,8295.21,8319.39,8285.88,8312.86
2016-02-12,8312.86,8347.98,8187.41,8228.73
2016-02-15,8228.73,8306.0,8055.23,8121.87
2016-02-16,8121.87,8321.0,7998.86,8230.68
2016-02-17,8230.68,8243.35,8099.73,8136.37
2016-02-18,8136.37,8262.05,8125.15,8208.0
2016-02-19,8208.0,8605.31,7951.37,8478.71
2016-02-22,8478.71,8481.56,8463.18,8465.58
2016-02-23,8465.58,8471.06,8455.49,8459.19
2016-02-24,8459.19,8722.7,8266.8,8651.38
2016-02-25,8651.38,8747.28,8600.04,8719.92
2016-02-26,8719.92,8881.05,8698.31,8827.55
2016-02-29,8827.55,8830.94,8808.57,8816.36
2016-03-01,8816.36,8957.47,8754.34,8884.85
2016-03-02,8884.85,9000.25,8820.74,8946.84
2016-03-03,8946.84,9115.95,8868.31,9069.86
2016-03-04,9069.86,9132.11,9035.12,9117.8
2016-03-07,9117.8,9163.9,9114.79,9139.68
2016-03-08,9139.68,9286.19,8855.24,9008.49
2016-03-09,9008.49,9266.49,8933.5,9129.12
2016-03-10,9129.12,9130.02,9128.49,9129.74
2016-03-11,9129.74,9130.65,9129.14,9130.54
2016-03-14,9130.54,9140.57,9029.19,9076.22
2016-03-15,9076.22,9094.8,9001.85,9037.02
2016-03-16,9037.02,9054.13,8988.44,9012.36
2016-03-17,9012.36,9036.79,8915.38,8958.13
2016-03-18,8958.13,8996.67,8954.53,8986.55
2016-03-21,8986.55,9194.8,8974.05,9087.78
2016-03-22,9087.78,9102.7,9080.94,9094.78
2016-03-23,9094.78,9365.64,9034.91,9218.02
2016-03-24,9218.02,9258.68,9102.09,9153.27
2016-03-25,9153.27,9493.25,8958.21,9318.22
2016-03-28,9318.22,9350.21,9209.73,9261.46
2016-03-29,9261.46,9496.12,9223.31,9433.67
2016-03-30,9433.67,9505.1,9206.09,9265.96
2016-03-31,9265.96,9282.55,9138.95,9152.52
2016-04-01,9152.52,9156.11,9139.82,9145.65
2016-04-04,9145.65,9179.29,9116.91,9170.75
2016-04-05,9170.75,9415.9,9100.37,9285.35
2016-04-06,9285.35,9307.52,9248.61,9256.73
2016-04-07,9256.73,9286.72,9245.48,9273.69
2016-04-08,9273.69,9329.42,9261.58,9314.86
2016-04-11,9314.86,9354.86,9252.81,9273.08
2016-04-12,9273.08,9279.07,9193.87,9236.51
2016-04-13,9236.51,9440.95,9207.0,9346.09
2016-04-14,9346.09,9383.99,9294.91,9308.09
2016-04-15,9308.09,9342.72,9293.5,9327.86
2016-04-18,9327.86,9349.61,9103.89,9219.41
2016-04-19,9219.41,9263.15,9132.1,9178.82
2016-04-20,9178.82,9203.86,9131.29,9154.94
2016-04-21,9154.94,9218.09,9125.94,9207.75
2016-04-22,9207.75,9438.29,9148.86,9360.43
2016-04-25,9360.43,9363.05,9359.68,9362.63
2016-04-26,9362.63,9620.18,9337.07,9501.73
2016-04-27,9501.73,9507.43,9499.1,9505.23
2016-04-28,9505.23,9696.15,9459.33,9600.35
2016-04-29,9600.35,9680.03,9539.38,9657.52
2016-05-02,9657.52,9949.17,9535.93,9805.03
2016-05-03,9805.03,9934.35,9746.28,9874.29
2016-05-04,9874.29,9954.43,9832.52,9919.3
2016-05-05,9919.3,9923.19,9903.38,9911.0
2016-05-06,9911.0,9932.18,9894.41,9927.58
2016-05-09,9927.58,9935.61,9924.57,9934.83
2016-05-10,9934.83,10124.39,9809.14,10041.41
2016-05-11,10041.41,10124.51,9864.86,9937.19
2016-05-12,9937.19,10063.07,9923.19,10001.48
2016-05-13,10001.48,10055.37,9989.6,10026.44
2016-05-16,10026.44,10262.67,9878.42,10157.98
2016-05-17,10157.98,10171.43,10099.36,10126.78
2016-05-18,10126.78,10151.19,10111.39,10147.57
2016-05-19,10147.57,10265.0,10039.49,10249.66
2016-05-20,10249.66,10389.89,9990.26,10129.88
2016-05-23,10129.88,10167.46,10084.54,10089.66
2016-05-24,10089.66,10129.56,10073.47,10125.15
2016-05-25,10125.15,10369.32,10047.28,10257.02
2016-05-26,10257.02,10257.13,10256.43,10256.75
2016-05-27,10256.75,10288.58,10032.3,10143.07
2016-05-30,10143.07,10292.67,9910.28,9969.72
2016-05-31,9969.72,10014.18,9959.93,9994.15
2016-06-01,9994.15,10040.1,9943.37,9954.04
2016-06-02,9954.04,10042.68,9908.5,10010.8
2016-06-03,10010.8,10012.38,10006.68,10007.86
2016-06-06,10007.86,10010.68,10007.38,10009.21
2016-06-07,10009.21,10041.89,10005.93,10033.7
2016-06-08,10033.7,10134.0,9879.03,9938.26
2016-06-09,9938.26,10197.54,9901.84,10058.02
2016-06-10,10058.02,10121.53,10024.46,10090.62
2016-06-13,10090.62,10171.82,10057.56,10132.54
2016-06-14,10132.54,10174.03,10119.32,10153.54
2016-06-15,10153.54,10230.56,10138.64,10216.2
2016-06-16,10216.2,10232.29,10133.88,10166.03
2016-06-17,10166.03,10343.44,10053.86,10317.58
2016-06-20,10317.58,10425.03,10272.8,10392.13
2016-06-21,10392.13,10397.66,10334.25,10343.07
2016-06-22,10343.07,10367.58,10297.24,10310.81
2016-06-23,10310.81,10479.2,9912.26,10116.03
2016-06-24,10116.03,10142.84,9956.07,10042.83
2016-06-27,10042.83,10044.33,10042.06,10044.02
2016-06-28,10044.02,10259.88,10030.09,10169.84
2016-06-29,10169.84,10281.42,10118.65,10246.31
2016-06-30,10246.31,10248.38,10228.35,10231.17
2016-07-01,10231.17,10258.38,10167.99,10180.47
2016-07-04,10180.47,10480.54,10131.96,10331.97
2016-07-05,10331.97,10406.63,10319.47,10390.1
2016-07-06,10390.1,10527.99,10252.82,10511.61
2016-07-07,10511.61,10607.67,10453.89,10594.62
2016-07-08,10594.62,10716.2,10531.32,10659.1
2016-07-11,10659.1,10716.39,10620.36,10697.98
2016-07-12,10697.98,10886.65,10602.57,10816.08
2016-07-13,10816.08,10853.87,10795.72,10838.59
2016-07-14,10838.59,10892.66,10770.1,10787.52
2016-07-15,10787.52,10830.2,10734.04,10751.16
2016-07-18,10751.16,10843.01,10718.53,10801.5
2016-07-19,10801.5,10832.9,10717.96,10757.33
2016-07-20,10757.33,10768.74,10749.99,10765.98
2016-07-21,10765.98,10784.52,10763.87,10781.7
2016-07-22,10781.7,10799.43,10749.76,10764.89
2016-07-25,10764.89,10891.72,10548.01,10626.57
2016-07-26,10626.57,10743.9,10513.43,10527.68
2016-07-27,10527.68,10652.09,10322.65,10409.61
2016-07-28,10409.61,10647.45,10255.34,10555.05
2016-07-29,10555.05,10591.56,10502.71,10521.58
2016-08-01,10521.58,10648.15,10501.62,10581.75
2016-08-02,10581.75,10682.39,10351.74,10453.59
2016-08-03,10453.59,10495.38,10354.71,10406.5
2016-08-04,10406.5,10456.02,10392.72,10444.66
2016-08-05,10444.66,10448.89,10441.39,10447.75
2016-08-08,10447.75,10611.89,10378.96,10550.99
2016-08-09,10550.99,10681.84,10496.78,10653.23
2016-08-10,10653.23,10819.95,10455.41,10510.29
2016-08-11,10510.29,10608.8,10381.41,10406.68
2016-08-12,10406.68,10627.36,10345.66,10508.53
2016-08-15,10508.53,10525.75,10496.68,10520.24
2016-08-16,10520.24,10579.2,10379.15,10417.52
2016-08-17,10417.52,10584.77,10380.47,10547.8
2016-08-18,10547.8,10635.63,10477.72,10624.82
2016-08-19,10624.82,10647.48,10581.07,10602.8
2016-08-22,10602.8,10919.24,10411.34,10784.25
2016-08-23,10784.25,10790.98,10764.54,10767.3
2016-08-24,10767.3,10775.19,10742.73,10755.77
2016-08-25,10755.77,10867.79,10704.86,10833.14
2016-08-26,10833.14,10833.34,10831.41,10831.77
2016-08-29,10831.77,10985.12,10767.84,10927.6
2016-08-30,10927.6,10994.15,10893.73,10968.23
2016-08-31,10968.23,11121.55,10870.72,11084.21
2016-09-01,11084.21,11197.5,10967.38,10987.12
2016-09-02,10987.12,11045.23,10915.79,10932.03
2016-09-05,10932.03,11294.87,10732.88,11126.91
2016-09-06,11126.91,11162.71,11109.96,11148.65
2016-09-07,11148.65,11237.68,11117.13,11191.96
2016-09-08,11191.96,11349.85,11094.57,11310.03
2016-09-09,11310.03,11505.69,11205.85,11437.64
2016-09-12,11437.64,11521.25,11431.82,11475.66
2016-09-13,11475.66,11559.09,11365.75,11404.64
2016-09-14,11404.64,11473.29,11368.31,11444.47
2016-09-15,11444.47,11548.46,11417.06,11494.79
2016-09-16,11494.79,11753.22,11372.83,11624.74
2016-09-19,11624.74,11743.48,11432.94,11503.28
2016-09-20,11503.28,11509.32,11493.73,11494.65
2016-09-21,11494.65,11523.63,11484.64,11514.54
2016-09-22,11514.54,11777.48,11412.36,11686.69
2016-09-23,11686.69,11716.34,11562.71,11604.61
2016-09-26,11604.61,11922.53,11495.78,11783.07
2016-09-27,11783.07,11956.34,11663.24,11897.23
2016-09-28,11897.23,11930.63,11512.92,11636.74
2016-09-29,11636.74,12011.61,11503.73,11883.66
2016-09-30,11883.66,12089.71,11773.99,12000.16
2016-10-03,12000.16,12540.0,11759.25,12270.85
2016-10-04,12270.85,12395.57,12168.76,12362.03
2016-10-05,12362.03,12407.17,12318.38,12400.73
2016-10-06,12400.73,12449.4,12294.69,12324.02
2016-10-07,12324.02,12333.84,12289.89,12300.29
2016-10-10,12300.29,12339.66,12279.23,12327.58
2016-10-11,12327.58,12633.09,12262.87,12489.42
2016-10-12,12489.42,12520.23,12299.05,12386.48
2016-10-13,12386.48,12391.75,12356.93,12368.87
2016-10-14,12368.87,12411.96,12286.59,12309.34
2016-10-17,12309.34,12401.79,12282.29,12352.16
2016-10-18,12352.16,12389.23,12326.43,12384.46
2016-10-19,12384.46,12726.79,12262.97,12543.94
2016-10-20,12543.94,12561.56,12539.59,12556.98
2016-10-21,12556.98,12578.46,12550.29,12569.1
2016-10-24,12569.1,12696.75,12382.36,12435.94
2016-10-25,12435.94,12506.37,12326.17,12365.84
2016-10-26,12365.84,12418.94,12257.99,12298.31
2016-10-27,12298.31,12365.08,12287.41,12336.57
2016-10-28,12336.57,12440.66,12320.6,12414.34
2016-10-31,12414.34,12474.78,12371.06,12468.02
2016-11-01,12468.02,12624.73,12406.73,12583.66
2016-11-02,12583.66,13035.99,12416.94,12841.56
2016-11-03,12841.56,12890.2,12680.62,12756.38
2016-11-04,12756.38,13120.96,12523.26,12952.22
2016-11-07,12952.22,13056.07,12938.33,13026.31
2016-11-08,13026.31,13263.63,12810.97,13225.04
2016-11-09,13225.04,13246.45,13133.67,13163.74
2016-11-10,13163.74,13183.55,12976.05,13051.41
2016-11-11,13051.41,13124.4,13022.62,13086.71
2016-11-14,13086.71,13207.08,12831.19,12911.3
2016-11-15,12911.3,13241.22,12786.77,13061.71
2016-11-16,13061.71,13157.58,12805.92,12927.35
2016-11-17,12927.35,12980.71,12767.42,12853.08
2016-11-18,12853.08,12854.71,12851.99,12854.34
2016-11-21,12854.34,12887.28,12838.08,12881.64
2016-11-22,12881.64,13027.16,12650.15,12725.47
2016-11-23,12725.47,13006.62,12677.98,12858.1
2016-11-24,12858.1,12978.47,12837.16,12936.3
2016-11-25,12936.3,13185.58,12819.2,13085.3
2016-11-28,13085.3,13114.7,13062.46,13109.84
2016-11-29,13109.84,13156.15,13089.06,13133.46
2016-11-30,13133.46,13134.88,13118.93,13123.32
2016-12-01,13123.32,13140.01,12942.3,13038.36
2016-12-02,13038.36,13143.6,12825.26,12889.97
2016-12-05,12889.97,12981.45,12689.46,12769.7
2016-12-06,12769.7,13036.16,12374.89,12529.94
2016-12-07,12529.94,12555.37,12512.09,12546.69
2016-12-08,12546.69,12550.52,12539.46,12543.05
2016-12-09,12543.05,12555.88,12438.27,12475.15
2016-12-12,12475.15,12628.6,12372.4,12594.02
2016-12-13,12594.02,12613.43,12583.22,12604.77
2016-12-14,12604.77,12612.91,12597.93,12611.3
2016-12-15,12611.3,12619.65,12606.85,12616.03
2016-12-16,12616.03,12745.81,12550.47,12716.45
2016-12-19,12716.45,12774.07,12582.18,12602.18
2016-12-20,12602.18,12605.65,12568.39,12575.12
2016-12-21,12575.12,12605.3,12567.09,12589.08
2016-12-22,12589.08,12686.58,12544.7,12656.65
2016-12-23,12656.65,12736.66,12523.68,12557.24
